0,-4826.95
0.1,-4293.28
0.2,-3659.47
0.3,-3351.56
0.4,-2755.38
0.5,-2366.26
0.6,-2023.77
0.7,-270.475
0.8,-134.792
0.9,538.999
1,701.175
